student_id,HST-001,HST-002,HST-003,HST-004,HST-005,HST-006,HST-007,HST-008,HST-009,HST-010,HST-011,HST-012,HST-013,HST-014,HST-015,HST-016,HST-017,HST-018,HST-019,HST-020,HST-021,HST-022,HST-023,HST-024,HST-025,HST-026,HST-027,HST-028,HST-029,HST-030,HST-031,HST-032,HST-033,HST-034,HST-035,HST-036,HST-037,HST-038,HST-039,HST-040,HST-041,HST-042,HST-043,HST-044,HST-045,HST-046,HST-047,HST-048,HST-049,HST-050,HST-051,HST-052,HST-053,HST-054,HST-055,HST-056,HST-057,HST-058,HST-059,HST-060,HST-061,HST-062,HST-063,HST-064,HST-065,HST-066,HST-067,HST-068,HST-069,HST-070,HST-071,HST-072,HST-073,HST-074,HST-075
STU-001,0.158517023985437,0.04188844291057786,-0.028353653157290312,0.14919250254546282,0.18387824236203118,0.13616899257731124,0.10605435778913382,0.07694549701901536,0.21630343457251952,0.03649187927053266,0.030874804043571142,0.15515377419043275,-0.07854942928352718,-0.07746560346535972,0.11789380620549685,0.11826865451330179,0.10790369612262582,0.09409611230476707,0.10750364275051817,0.1259616445827661,0.27030712889094993,0.15376762443298095,0.33809548816017526,0.061173646276983566,0.07608797181570967,0.6447825048590992,0.07465150925927783,0.237332510802119,-0.08665600335491963,0.12356867532303203,0.04290311593612068,0.12078375625335049,-0.008960310838792895,0.033913186106189916,0.12134133990268281,0.11351712766002713,0.03129611525869072,0.039289105406305654,-0.00047981999070290647,0.001211741308255696,0.000706060583024542,-0.0013476255727702783,0.0013873254511853911,0.0004433550192989346,-8.767212087893026e-05,0.002922393390013661,-0.00034541172009386307,0.0007278800979606445,0.0013780457766817008,-0.0008621727407391815,0.0015105239760594348,-0.0018077959191458352,0.004493253190501819,0.0007416974647532569,-9.537118052565861e-05,9.569186000124054e-05,-0.0010280321196471465,0.00034114949354920575,0.0019309261201196938,0.0005679835024567295,-0.0011808369930817024,-0.001808204143549308,-0.0014385655702834552,0.003053018823184719,-0.0024112365187182855,-0.004948455054583848,-0.006217273331944881,-0.003636232455921656,-7.055444676202327e-05,0.0018938590395539015,-0.00036883201577500195,0.00037002283264121245,0.0034311915645959673,-0.00042296559092827693,0.0033752027341344723
STU-002,0.004217005970069434,-0.003953369933633452,-0.001369570646711451,-0.001729058449511616,0.005829536715134593,0.0022599107266410077,-0.00777515248011534,0.00046695527879203543,-0.006695027348349964,0.003173274748920521,-0.0004559083754626699,0.0009668721474129307,0.012877924584900176,-0.0015272109628239052,0.0011543332557048204,-0.00018583015144662372,0.0004449014998828461,-0.0033065856340933285,-0.001252177159493782,0.0024308900032337355,-0.0011750067628693416,0.0018407922044320687,0.0025062413249750683,0.0003632647049374591,-0.002433660411524992,-0.0021208747051536876,0.013792710955414334,0.010849623612206786,0.0030737398366211025,-0.0033240619051857845,-0.007237551051077485,-0.011924865410514124,-0.004316900412252427,-0.0007243375972555004,0.013262396630312067,-0.005210702200527703,-0.005644583913425708,-0.0009868980018088904,0.23961093324960783,-0.10650271100788807,0.24003754608673666,0.4832994075833512,0.3150414228535269,0.09072490825749727,-0.07265557300525849,0.23777144824707563,0.3034477472478135,0.0006708409796613755,0.46823815591065987,0.0016567853231546077,0.20040627559469423,-0.051693362754388586,0.3788510135722932,0.22520306074524096,0.42978119300883244,0.05037571805635232,0.07619177829629668,0.027513335099953667,0.4264273245368466,0.6591519891096803,-0.045224625015050535,-0.021698245032994393,0.05744295335719366,0.24362167026140527,0.2664572758742725,0.1834550393747488,0.09531489854566279,0.15998014203273395,0.3357025787347416,0.5052362587429989,0.11073740573592236,-0.09130073437880525,0.23925419022625322,-0.1455255465321153,-0.2010186048619706
STU-003,0.03363791647475462,0.059571049311786785,0.24817286459252788,0.17481324980291085,0.2544062480391484,0.2722861886467435,0.3430856694082383,0.11194923019778037,0.01040176417404873,0.08076799768103192,0.15802794714760007,0.1992730350412475,0.20230692650834234,-0.053894038180024716,0.10677977602975376,0.13777597148718956,0.08166665892364461,0.07970139450581001,0.35959221757832793,0.23815118834236088,0.331445329574335,0.2837949749935195,0.590063966422739,0.1654174212880821,0.09324564453835087,0.3666131330947339,0.5415098455830483,-0.049221446880631674,0.4442552655792586,0.1383853198167597,-0.02982943263264363,0.0891303924776329,0.15787213773939626,0.06103475595394024,0.3996030045816828,0.18816828912722647,0.0030693918155434907,0.13531296203803878,-0.0020916394396028933,-0.00014743862067171772,-0.0012607987553326966,-0.002722470908853113,-0.00032416258269492743,-0.0020978057434751177,0.004130375544860114,0.001618952625599519,0.0027050375083103313,-0.0004317804540983044,0.0006419330598954072,0.0006074163409585136,-0.005539599441810266,0.0016224724399982438,0.00027038920399759757,-0.0017267155278413977,-0.0011724097021741636,-0.001545380761770859,-0.002295367003936621,0.0024586356131917515,0.001361118709815151,0.00562837539299255,-0.0010464297933442913,0.0008811586882976223,0.0002900480145627888,-0.0006112410718015407,-0.005160020724120108,-0.00057434024694999,0.002979133450115353,0.0008354634136918007,4.1320984091942176e-05,-0.008374643865156397,0.004417009985117872,0.003730962494867191,-0.0031279628611543676,-0.0003986942979501941,0.00025732883396611456
STU-004,0.014799467601548242,-0.0013970890254019442,-0.005322182330626665,-0.005486376558267627,0.002334993943095973,-0.005003711690215741,0.002517542443070795,0.0026574035410921694,0.0009157951625755163,0.003651563537366634,0.007077737379658113,0.011745311874503403,-0.008051970198758038,0.00028078657961808513,0.0015748508671622646,-0.01791868403149285,0.0029273639501759805,0.005657137100517331,-0.0021989445586978614,-0.0031915449580410334,0.00034395758700118083,-0.004337100750657265,-0.004756742598046129,-0.006412838421634823,-0.0036516429923340423,0.003674646093375015,-0.0060465740877826205,0.0003410055013057739,0.0008162175661309874,0.0014511176469545492,0.0020533892024318825,0.004153251326185344,0.003577138140600937,-0.0016771988278716985,0.01020378324387816,0.00016665060793983797,-0.005237232600975715,-0.006737601933602928,0.13854904958594141,0.26171828235985534,0.5566061056057868,0.2437389031251833,-0.012705284411819125,0.16667603325377967,-0.02943773555124622,0.16148438893753922,0.16888212662340832,-4.6413358556393815e-05,0.9873722514431038,0.17950897468486934,0.5711185995080098,0.5307932309775931,-0.07863314026288401,0.6520428180825096,-0.10296367216936865,-0.11572382347802077,0.29576322498631613,0.8495313807052571,0.07663978158464119,0.11665929341539812,0.034470670807541744,1.0387883817937371,-0.07195573057247454,0.28247216576756357,0.4960620206638485,0.06505990514842044,0.09519818591084107,0.16688415743085744,-0.057620166317807,0.30670612292992566,0.03528190511330299,-0.2084166664817131,0.20586696105515978,-0.12115740774649493,0.06178717119595073
STU-005,0.05683155193170326,0.113906771532606,0.05064442419726331,0.12030789545890443,0.17431878740663861,0.1552992735943099,0.2943103824618821,0.12024934454619249,0.15831834331481087,0.05438957637994468,0.08839452979494118,0.16847632650871094,-0.036058087387511914,0.05463881711678756,0.08715248718768477,-0.05630221894590269,0.10300134928277925,0.06090543831172194,-0.008944714204129215,0.10653976624070273,0.11234585973792702,0.23621956955411377,0.16655540865539847,0.03869543952209099,0.16616321833826475,0.05675397339371915,0.11252108675011602,0.022089584132271658,-0.027042769279861257,0.15230444146204186,0.14989981686256054,0.2063738812637667,0.08168326442237656,0.026962894828194993,0.23139093606266659,0.2408789396920483,-0.02697409360828529,-0.0007622042642918146,-0.001970803792773393,8.464971415291735e-05,0.00011298886426001988,-0.003544249358410879,0.0007386723361784976,0.0014927712425869652,0.0004909544414982329,-0.0004211417070770196,0.0010563795325037803,-0.0010701133752376464,0.000267681038147166,-0.0009937639473227094,0.0024819258678867727,-0.0010698831766502946,0.0038230736320096115,-0.0012129338931995532,-0.0007145117346647659,1.772378875155509e-05,0.0013398918391121625,-9.264045975187238e-05,-0.0002045242814711494,-0.0019873210915413754,-9.635566212687191e-05,-0.0032166098077185804,-0.0011687632726799456,0.001375375248651507,0.0019981072621450754,0.0008011359969994383,-0.003274164425426047,-0.0033581965759908908,0.0016366305485344104,-0.00031638305501226796,-0.0011311322771462738,0.002266755453268634,0.0020266544654065936,0.00294236968147963,0.0015391250427839204
STU-006,-0.0025939318015587238,1.1605470376527457e-05,0.0011271205564896561,0.0002870383414680952,0.00016611905584530527,0.0021018367160698234,-0.0020790435172143096,-0.000160270439540637,0.0008070068692421122,-0.00032874133497473514,-0.0032283822675076594,-0.00280869563751567,0.003411562409885122,0.0006251892274247171,0.00038368275118543833,0.004997844903052806,5.753278604505242e-06,-0.0012328529101803853,-0.00031266096524515386,0.001931790614524984,-5.976051562237285e-05,-0.000673945877530176,0.0017950246648885473,0.0028009085104725657,-0.0011354141019024812,-0.00024490234540320953,0.003519448351858164,0.0005102114243038521,0.0011057101414824685,-0.000579528032619969,-0.0017597425499614712,-0.0023184065184648633,-0.0027391705586656016,-2.318610203564049e-05,-0.0014238474158658576,0.00010116520577017725,0.0006077498170750122,0.00017536071408742434,0.14158981024104675,0.16221729678526375,0.18980992418522685,0.136859851754252,0.23049307808264563,0.22862854108437566,0.16774811534354625,0.051634543903365436,0.8371339363666563,0.023719251591071917,0.7325079428310254,0.20794498828093944,0.1443772927975062,0.06405017856525928,0.05499497949406446,-0.028306534868966875,0.7653513645161226,0.10329486012591801,0.1654222081441924,0.06783492764893195,0.17924095920072228,0.1747879996317373,0.17844653832145205,-0.003966023961912331,0.030503396779942373,0.2162673523686015,0.26770034238604806,0.032558998949676725,0.032488594291841026,0.13512405103288727,0.5113794252012167,0.014476449756753718,0.3062755222388101,-0.14585247550191852,0.2915366210868284,0.10495453683078736,0.17175811116217468
STU-007,-0.0026680491219482063,9.660245223928429e-05,0.001845502264159904,-0.001225269654980881,-0.0017811377076698554,-0.0002495437069250223,0.0007240724162377993,-0.0020405221266076683,-0.0006273812194717651,-0.0002177381036530353,-0.0009138995100234488,-0.0023446786412393665,0.0034527518404194315,0.001284343344559694,-0.0007854105140100186,0.0029639588086157525,-0.0025344829047326653,-0.0014302747708615268,0.0007379508351404791,-0.00047658324170389116,0.0010559453835499672,0.0015664509815431107,0.00023289305225474732,0.00046383392858719734,0.0008241099496150474,0.001923968350383048,0.0017460062303316479,0.00042671740428312565,-0.0002518950749897955,3.318276886101465e-05,-0.0003424422775564898,-0.0007612806959267289,0.0002964176421974777,0.0011930156161844266,-0.005879910875189472,-0.0014213733380976082,0.0012830246194493419,0.003427573114526493,0.22057486593251235,0.41949780760588257,0.003975843038752877,0.07880737580522301,0.08458339837709977,0.1589262895520629,0.14404301272618183,0.1518277440770096,0.11495029775459033,0.01656515305606227,-0.057614650505487496,0.14637311552190785,0.18947576091738005,0.1272215387218325,0.21812717603166093,0.09343685519631048,-0.1537566389763586,-0.059887260994515225,-0.01681078061239183,0.13914849781281624,0.16553670691026928,0.08814232850635141,0.1334843156510028,0.5335558341641773,0.05287198416968607,0.02806388262201211,0.03865354813079024,-0.06375087158925603,0.6169104562928893,0.12903613331256653,0.38010411274283784,-0.11594206124262436,0.06637875805711757,0.02422772341950304,0.37614016314422466,0.26032511784786433,0.551997593501107
STU-008,0.005425662358350928,-0.0014910393365364437,0.0009464817443027819,0.0006787668970434506,0.0045718125634655795,0.0036354365656589846,-0.005038736171929666,-0.0005748259004326606,0.0023345449394818057,0.0016694653720984067,-0.003879368820891569,-0.00018180975388545307,0.007415372089378705,-0.0011719040466259606,0.0024691962825108835,-0.002600257310747098,-0.0014166308536455402,-0.0039872481061062615,-0.0017803865963585534,0.0010766663669159121,-0.0016642427141988255,0.005172801234723884,0.004811685891933558,0.0005550288977438228,0.001430192694994905,-0.0020609175229813104,0.006151002768908342,0.0056967973591896285,0.0006478398797534848,-0.0035289056559584774,-0.001429330819752465,-0.006859555370406955,-0.002960088553203019,0.0005542238578987998,0.005076332591724424,-0.009016323972055793,-0.002356664513439037,-0.00038009265533249954,0.3652744767822425,-0.022928942276115954,0.04614851587142266,0.4992955656578491,0.6561783489370423,-0.08025285872369774,0.14102000822192753,0.7351022985923805,0.5093939999513776,-0.07919653586351864,0.09902207795598159,-0.04651142170417523,-0.18037035028359466,-0.3938421100838753,0.13953300973897714,-0.022901399887707365,0.743781718384348,0.04229356503372524,-0.19819356188320866,0.034574700768848,0.6405641188497041,0.6003346829179846,-0.10212628879481504,0.646452639513642,0.038405770056827694,0.20825939645287006,-0.09375706217148351,0.3070430963860118,0.050878794310532015,-0.0033923029551628675,1.2649640365286432,0.3987488135670687,0.09371434259893412,-0.006754211212491763,0.46173193089618964,0.3392345828164696,0.03297212520054827
STU-009,0.619450511769695,0.0359488670407276,0.08416083558906587,1.2018951171155319,0.5999096521951941,0.2638211663444326,-0.20327786743003376,0.06584293227118987,0.30459985484799723,0.07528534504956656,0.04731609985864343,0.936524243690192,0.007152341732473667,0.46543221599186374,0.5043195868103243,0.7513521464519926,0.08545542499198364,0.02562059298050546,0.511284677995796,0.1555836624630332,0.14817061597366085,0.3605264599646254,0.2658759461056858,0.21090409603063978,0.500148159319509,0.33233897967514275,0.16140914391096634,1.5864349558686621,-0.034545914417880436,0.17669893907649684,0.4210418775779566,-0.023470361961246144,-0.16457131973030503,0.04244543710437221,-0.02020287200563764,0.16858444419312785,-0.2052876374816921,0.19668178285106167,-0.007396611647716131,0.0058053763063719765,0.002935022592479886,-0.004708524409706407,-0.005192086201730963,-0.0002764158071847579,0.0007946137854435696,0.010638060709779773,-0.00658215456986135,-0.01602599496544647,-0.0041418883012744896,0.012146444151824377,0.0040696383833898194,0.008824161765746831,-0.00241269673178483,0.002768731893622081,-0.007185944552569038,-0.005512903334255676,0.004564175343599171,-0.0038489578074396105,0.008730404146497964,0.00405432926649297,0.009630961274618526,-0.009283105787195673,-0.0009652367901759943,0.0066574005770909765,0.004234752275691822,-0.00664090833223978,-0.012703737619367692,-0.006772377345861785,0.0005304280764372993,0.000955914322576589,0.0077699769248110616,-0.0006163539770352452,-0.003994611243302283,0.02223749700317506,0.0012248799633785602
STU-010,0.2573794013455807,0.026788986027779755,1.2645098338183776,0.7176615620973871,0.12662264512173357,-0.08977716263518448,-0.10457172766668774,-0.13219160561576052,0.15226868773969005,0.04958255711097493,0.4214816870891136,1.0973920931266246,0.47406858407529867,1.5724563285009037,0.34801839556021397,0.9648861730126145,-0.10736195840397182,0.21982631013951565,0.9563929782253124,-0.04226555653830541,-0.06212820153627843,-0.4059623909180386,-0.1767694462955128,0.5598468099300251,0.3477457155824735,-0.01909437927493219,0.3233234605014204,0.5889264045437606,-0.0038174490954864413,0.08429974492403802,0.659697934202071,0.24099458214025454,0.8110599598000894,0.013080199956829516,-0.17002438323513616,0.08475198430867484,-0.4085389159280864,0.1089410510274156,0.005317159486216845,0.0033742808702407487,-0.0019830439416495243,0.00974737236511219,-0.0017647940440834826,0.0012559257620417732,-0.0043931881979844154,-0.0014629781907659002,0.0063091691511112874,0.0029530528355763324,-0.0023002494371942104,0.0036357440136669263,-4.444469063924094e-05,-0.0002399504192929731,-0.004006571416637428,-4.6720939219278875e-05,0.002544571963784312,0.0013633227860721311,-4.717297914160374e-05,-0.004413517481263005,0.003252998936067192,-0.0053295218121549495,0.0006949776397990894,0.0013379679755302202,-0.0008331779287063985,-0.0010046844640209387,-0.0022201322835563846,0.003526168102225036,-4.312963488862011e-06,-0.0007381447234664472,-0.005343006854919086,0.0015026205021562216,-0.00421890790988636,-0.005104654400721026,-0.0017068728537997337,-0.002626866787027397,0.0014029677800479429
